club,last_name,first_name,position,base_salary,guaranteed_compensation
Philadelphia Union,Cruz,Danny,M,125000.0,131666.67
Houston Dynamo,Cummings,Omar,F,250000.0,264000.0
Montreal Impact,Danso,Mamadou,D,87500.0,87500.0
New England Revolution,Davies,Charlie,F,75000.0,78940.63
Houston Dynamo,Davis,Brad,M,345000.0,392062.5
Vancouver Whitecaps,Dean,Christian,D,80000.0,161000.0
Toronto FC,Defoe,Jermain,F,6000000.0,6180000.0
LA Galaxy,DeLaGarza,AJ,D,132500.0,155000.0
DC United,DeLeon,Nick,M,85690.0,120690.0
CHV,Delgado,Marco,M,75000.0,77500.0
Seattle Sounders FC,Dempsey,Clint,F,4913004.0,6695188.75
Houston Dynamo,Deric,Tyler,GK,90000.0,97666.67
Toronto FC,DeRosario,Dwayne,M,137000.0,173000.0
Montreal Impact,Di Vaio,Marco,F,1500000.0,2600000.0
FC Dallas,Diaz,Mauro,M,325000.0,411000.0
Toronto FC,Dike,Bright,F,60637.5,63575.0
Vancouver Whitecaps,Diouf,Mamadou,F,48500.0,61000.0
San Jose Earthquakes,Djalo,Yannick,M,200000.0,300000.0
LA Galaxy,Donovan,Landon,F,4250000.0,4583333.33
New England Revolution,Dorman,Andy,M,135000.0,135000.0
Sporting Kansas City,Dovale,Toni,D,180000.0,185000.0
DC United,Doyle,Conor,F,48500.0,49750.0
Houston Dynamo,Driver,Andrew,M,130000.0,144583.33
Montreal Impact,Duka,Dilaver,M,165000.0,190000.0
Sporting Kansas City,Duke,Christian,D,36500.0,36500.0
LA Galaxy,Dunivant,Todd,D,140000.0,160750.0
CHV,Dunn,Matthew,M,48500.04,48500.04
New York Red Bulls,Duvall,Chris,D,36504.0,36504.0
Sporting Kansas City,Dwyer,Dom,F,80000.0,92500.0
DC United,Dykstra,Andrew,GK,48825.0,48825.0
Chicago Fire,Earnshaw,Robert,F,204000.0,206250.0
New York Red Bulls,Eckersley,Richard,D,255000.0,373333.33
Philadelphia Union,Edu,Maurice,M,650000.0,650000.0
Sporting Kansas City,Ellis,Kevin,D,48825.0,49575.0
Colorado Rapids,Eloundou,Charles,F,48825.0,53825.0
FC Dallas,Escobar,Andres,F,625000.0,647000.0
DC United,Espindola,Fabian,F,150000.0,150000.0
DC United,Estrada,David,F,48825.0,48825.0
Seattle Sounders FC,Evans,Brad,F,267665.0,293666.25
Portland Timbers,Evans,Steven,M,48825.0,53825.0
Philadelphia Union,Fabinho,,D,96000.0,100500.0
New England Revolution,Fagundez,Diego,F,110000.0,137200.0
New England Revolution,Farrell,Andrew,D,95000.0,176000.0
Sporting Kansas City,Feilhaber,Benny,M,325000.0,337187.5
Philadelphia Union,Fernandes,Leo,M,48500.0,48500.0
Real Salt Lake,Fernandez,Eduardo,GK,36500.0,36500.0
Portland Timbers,Fernandez,Gaston,F,150000.0,150000.0
FC Dallas,Fernandez,Raul,GK,160000.0,247500.0
Vancouver Whitecaps,Fernandez,Sebastian,M,143000.0,143000.0
Montreal Impact,Ferrari,Matteo,D,300000.0,355475.0
Real Salt Lake,Findley,Robbie,F,215000.0,245500.0
Columbus Crew,Finlay,Ethan,F,50847.5,65847.5
CHV,Finley,Ryan,F,51150.0,78650.0
Portland Timbers,Fochive,George,M,36500.0,36500.0
Chicago Fire,Fondy,Matthew,F,48500.0,48500.0
Seattle Sounders FC,Ford,Josh,GK,48500.0,50239.94
San Jose Earthquakes,Francis,Shaun,D,55000.0,57889.79
Columbus Crew,Francis,Waylon,D,125000.0,153875.0
Chicago Fire,Franco,Marco,D,36500.0,36500.0
DC United,Franklin,Sean,D,178333.32,209999.99
Seattle Sounders FC,Frei,Stefan,GK,150000.0,150000.0
Columbus Crew,Friedman,Ross,D,36500.0,36500.0
LA Galaxy,Friend,Rob,F,85000.0,91000.0
Vancouver Whitecaps,Froese,Kianz,M-F,44004.0,48504.0
San Jose Earthquakes,Fucito,Michael,MF,57750.0,60639.79
Philadelphia Union,Gaddis,Raymon,D,52313.0,52313.0
Montreal Impact,Gagnon-Lapare,Jeremy,M,36504.0,40504.0
Columbus Crew,Gall,Romain,M,48504.0,51885.93
Portland Timbers,Gallego,Bryan,D,36500.0,36750.0
FC Dallas,Garcia,Danny,M,55000.0,71000.0
Real Salt Lake,Garcia,Olmes,F,125000.0,125000.0
LA Galaxy,Garcia,Rafael,M,48825.0,48825.0
,Gardner,Joshua,M,70000.0,70000.0
LA Galaxy,Gargan,Dan,D,48500.0,48500.0
Houston Dynamo,Garrido,Luis,M,150000.0,150000.0
Columbus Crew,Gehrig,Eric,M,48825.0,48825.0
Columbus Crew,George,Kevan,M,48825.0,48825.0
Real Salt Lake,Gil,Luis,M,220000.0,315083.33
Real Salt Lake,Glad,Justen,D,36500.0,47500.0
Portland Timbers,Gleeson,Jake,GK,66000.0,69493.44
Toronto FC,Goncalves,Jackson,D,150000.0,202500.0
New England Revolution,Goncalves,Jose,D,450000.0,479375.0
FC Dallas,Gonzalez,Jesse,GK,48500.0,48500.0
Seattle Sounders FC,Gonzalez,Leonardo,D,150000.0,150000.0
LA Galaxy,Gonzalez,Omar,D,1000000.0,1250000.0
Montreal Impact,Gonzalez,Santiago,M/F,50000.0,50000.0
San Jose Earthquakes,Goodson,Clarence,D,315000.0,342000.0
LA Galaxy,Gordon,Alan,F,185000.0,206666.67
San Jose Earthquakes,Gorlitz,Andreas,D,90000.0,99737.19
Real Salt Lake,Grabavoy,Ned,M,160000.0,175000.0
Real Salt Lake,Grossman,Cole,M,48825.0,48825.0
Sporting Kansas City,Gruenebaum,Andy,GK,85000.0,85000.0
Toronto FC,Hagglund,Nick,D,48500.0,48500.0
Seattle Sounders FC,Hahnemann,Marcus,GK,65000.0,65000.0
Colorado Rapids,Hairston,Marlon,M,70000.0,93000.0
Toronto FC,Hall,Jeremy,D,105000.0,115000.0
Houston Dynamo,Hall,Tally,GK,200000.0,213500.0
DC United,Hamid,Bill,GK,100000.0,114750.0
Toronto FC,Hamilton,Jordan,F,60000.0,72500.0
San Jose Earthquakes,Harden,Ty,D,68250.0,71665.21
Portland Timbers,Harrington,Michael,M-D,125000.0,125000.0
San Jose Earthquakes,Harris,Atiba,M-F,181500.0,189775.0
Vancouver Whitecaps,Harvey,Jordan,D,123750.0,123750.0
FC Dallas,Hedges,Matt,D,120000.0,120000.0
Toronto FC,Henry,Doneil,D,75000.0,87083.33
New York Red Bulls,Henry,Thierry,F,3750000.0,4350000.0
Philadelphia Union,Hernandez,Cristhian,M,72500.0,74375.0
San Jose Earthquakes,Hernandez,Jason,D,210000.0,213333.33
FC Dallas,Hernandez,Moises,D,48825.0,50450.0
Columbus Crew,Higuain,Federico,M-F,580000.0,744000.0
Colorado Rapids,Hill,Kamani,M,48825.0,48825.0
LA Galaxy,Hoffman,Chandler,F,48500.0,48500.0
FC Dallas,Hollingshead,Ryan,M,48500.0,48500.0
Philadelphia Union,Hoppenot,Antoine,F,54450.0,54450.0
Houston Dynamo,Horst,David,D,70000.0,72750.0
Vancouver Whitecaps,Hurtado,Erik,F/M,51150.0,86150.0
CHV,Hurtado,Jhon Kennedy,D,210000.0,210000.0
LA Galaxy,Husidic,Baggio,M,90000.0,90000.0
Chicago Fire,Ianni,Patrick,D,150000.0,150000.0
New England Revolution,Imbongo,Dimitry,F,112500.0,122375.0
DC United,Inkoom,Samuel,D,84000.0,103875.0
Colorado Rapids,Irwin,Clint,GK,75000.0,87000.0
LA Galaxy,Ishizaki,Stefan,M,200000.0,213000.0
New England Revolution,Jackson,Larry,GK,36504.0,36504.0
Montreal Impact,Jackson-Hamel,Anthony,F,36504.0,36504.0
New York City FC,Jacobson,Andrew,M,180000.0,180000.0
San Jose Earthquakes,Jahn,Adam,F,48500.0,48500.0
Real Salt Lake,Jaime,Sebastian,F,216000.0,216000.0
LA Galaxy,Jamieson,Bradford,F,36500.0,36500.0
CHV,Jean-Baptiste,Andrew,D,80000.0,95000.0
DC United,Jeffrey,Jared,M,65000.0,71200.0
Portland Timbers,Jewsbury,Jack,D,115000.0,132500.0
Columbus Crew,Jimenez,Hector,M,75000.0,75000.0
FC Dallas,John,George,D,300000.0,326666.67
DC United,Johnson,Eddie,F,505000.0,613333.33
Houston Dynamo,Johnson,Jason,F,80000.0,121000.0
Chicago Fire,Johnson,Sean,GK,250000.0,253000.0
Portland Timbers,Johnson,Will,F,300000.0,325000.0
New England Revolution,Jones,Jermaine,M,3000000.0,3252500.0
New England Revolution,Joseph,Shalrie,M,248500.0,294000.0
Chicago Fire,Joya,Benji,M,48504.0,53504.0
Sporting Kansas City,Juliao,Igor,D,48500.0,48500.0
Chicago Fire,Jumper,Hunter,D,48500.0,48500.0
LA Galaxy,Juninho,,M,325000.0,325000.0
Toronto FC,Junior,Gilberto,F,1145000.0,1205000.0
Sporting Kansas City,Kafari,Michael,M,36504.0,36504.0
Portland Timbers,Kah,Pa Modou,D,240000.0,245000.0
CHV,Kaji,Akira,D,48504.0,48504.0
Orlando City SC,Kaka,,M,6660000.0,7167500.0
Chicago Fire,Kann,Alec,GK,48500.0,48500.0
LA Galaxy,Keane,Robbie,F,4500000.0,4500000.0
FC Dallas,Keel,Stephen,D,48825.0,48825.0
DC United,Kemp,Taylor,D,36504.0,36504.0
Sporting Kansas City,Kempin,Jonathan,GK,70000.0,77083.33
CHV,Kennedy,Dan,GK,211750.0,213416.67
New York Red Bulls,Kimura,Kosuke,D,105000.0,105000.0
Chicago Fire,Kinney,Steven,D,48825.0,48825.0
DC United,Kitchen,Perry,D,143500.0,228950.0
Colorado Rapids,Klute,Chris,D,75000.0,80144.1
Colorado Rapids,Knight,Zat,D,120000.0,139583.33
New England Revolution,Knighton,Brad,GK,78100.0,80700.0
San Jose Earthquakes,Knutsen,Billy,GK,36504.0,36504.0
New England Revolution,Kobayashi,Daigo,M,125000.0,136666.67
Vancouver Whitecaps,Koffie,Gershon,M,200000.0,211000.0
Toronto FC,Konopka,Chris,GK,60000.0,60000.0
DC United,Korb,Chris,D,90000.0,97298.33
San Jose Earthquakes,Koval,JJ,M,48500.0,48500.0
Seattle Sounders FC,Kovar,Aaron,M,48500.0,48700.0
Montreal Impact,Krol,Krzysztof,D,153000.0,153000.0
Sporting Kansas City,Kronberg,Eric,GK,120000.0,120000.0
Vancouver Whitecaps,Laba,Matias,M,300000.0,300000.0
Colorado Rapids,LaBrocca,Nick,M,135000.0,153333.33
New York Red Bulls,Lade,Connor,D,57750.0,61963.21
Philadelphia Union,Lahoud,Michael,M,99000.0,102333.33
Columbus Crew,Lampson,Matt,GK,48825.0,48825.0
Chicago Fire,Larentowicz,Jeff,D,245000.0,251000.0
Montreal Impact,Larrea,Gorka,M,48500.04,48500.04
Philadelphia Union,Le Toux,Sebastian,M,250000.0,262812.5
Montreal Impact,Lefevre,Wandrille,M,48500.0,48500.0
San Jose Earthquakes,Lenhart,Steven,F,250000.0,257500.0
Vancouver Whitecaps,Leveron,Johnny,D,80000.0,91187.5
Vancouver Whitecaps,Lewis,Andre,M,48500.0,53500.0
Houston Dynamo,Lisch,Michael,GK,36504.0,36504.0
CHV,Lochhead,Tony,D,125000.0,125000.0
Seattle Sounders FC,Long,Aaron,M,36504.0,36504.0
Houston Dynamo,Lopez,Alexander,M,90000.0,110000.0
Real Salt Lake,Lopez,Benjamin,F,48500.0,51105.43
Sporting Kansas City,Lopez,Mikey,M,85000.0,157000.0
Toronto FC,Lovitz,Daniel,M,36504.0,36504.0
Seattle Sounders FC,Lowe,Damion,D,57500.0,68500.0
FC Dallas,Loyd,Zach,M,155000.0,176666.67
New York Red Bulls,Lozano,Armando,D,120000.0,130000.0
FC Dallas,Luccin,Peter,M,75000.0,114333.33
New York Red Bulls,Luyindula,Peguy,F,90000.0,90000.0
Philadelphia Union,MacMath,Zac,GK,120000.0,120000.0
Chicago Fire,Magee,Mike,F,350000.0,417500.0
Philadelphia Union,Maidana,Cristian,F,185000.0,198750.0
Montreal Impact,Mallace,Calum,M,50848.0,65848.0
Vancouver Whitecaps,Manneh,Kekuta,F,70000.0,99500.0
Toronto FC,Mannella,Chris,M,36504.0,36504.0
Real Salt Lake,Mansally,Kenny,F,65000.0,72000.0
Montreal Impact,Mapp,Justin,M,162250.0,174750.0
Philadelphia Union,Marquez,Richard,D,36504.0,36504.0
Seattle Sounders FC,Marshall,Chad,D,270000.0,286666.67
DC United,Martin,Collin,M,55000.0,69166.67
Colorado Rapids,Martin,Jose,M,230000.0,261000.0
Montreal Impact,Martins,Felipe,M,160000.0,192500.0
Seattle Sounders FC,Martins,Obafemi,F,1620000.0,1753333.33
Vancouver Whitecaps,Mattocks,Darren,F,140000.0,232000.0
Real Salt Lake,Maund,Aaron,D,36500.0,40250.0
Philadelphia Union,Mbolhi,Rais,GK,240000.0,240000.0
LA Galaxy,McBean,Jack,F,48500.0,48500.0
New England Revolution,McCarthy,Stephen,M,101332.0,132582.0
New York Red Bulls,McCarty,Dax,M,200000.0,242500.0
Montreal Impact,McInerney,Jack,F,230000.0,294166.67
Portland Timbers,McKenzie,Rauwshan,D,48825.0,48825.0
Philadelphia Union,McLaughlin,James,M,66000.0,75000.0
CHV,McNamara,Thomas,M,48500.0,60000.0
New York Red Bulls,Meara,Ryan,GK,68250.0,69500.0
Sporting Kansas City,Medranda,Jimmy,M,48504.0,48504.0
,Melia,Tim,GK,70000.0,75000.0
LA Galaxy,Mendiola,Raul,F,36500.0,36500.0
Columbus Crew,Meram,Justin,F,67452.0,91827.0
San Jose Earthquakes,Meredith,Bryan,GK,48500.0,48500.0
Montreal Impact,Messoudi,Zakaria,M,36504.0,36504.0
LA Galaxy,Meyer,Tommy,D,50848.0,64598.0
Vancouver Whitecaps,Mezquida,Nicolas,M-F,65000.0,65000.0
New York Red Bulls,Miazga,Matt,D,65000.0,71250.0
Montreal Impact,Miller,Eric,M/D,57500.0,68500.0
New York Red Bulls,Miller,Roy,M,200000.0,200000.0
CHV,Minda,Oswaldo,M,150000.0,168750.0
Vancouver Whitecaps,Mitchell,Carlyle,D,48825.0,50075.0
FC Dallas,Moffat,Adam,M,165000.0,176608.33
Orlando City SC,Molino,Kevin,M,60000.0,71400.0
Colorado Rapids,Moor,Drew,D,235000.0,247000.0
Toronto FC,Moore,Luke,F,120000.0,128333.33
Real Salt Lake,Morales,Javier,M,300000.0,300000.0
Vancouver Whitecaps,Morales,Pedro,M,1190000.0,1410900.0
Toronto FC,Morgan,Ashtone,D,80000.0,92000.0
Toronto FC,Morrow,Justin,D,160000.0,169562.5
Real Salt Lake,Mulholland,Luke,M,55000.0,56250.0
Colorado Rapids,Mullan,Brian,M,48500.0,48500.0
San Jose Earthquakes,Muller,Tommy,D,48500.0,48500.0
New England Revolution,Mullins,Patrick,F,70000.0,100000.0
Sporting Kansas City,Munoz,Victor,M,36504.0,36504.0
Colorado Rapids,Mwanga,Danny,F,130000.0,171250.0
Sporting Kansas City,Myers,Chance,D-M,160000.0,185000.0
Sporting Kansas City,Nagamura,Paulo,M,220000.0,220000.0
Portland Timbers,Nagbe,Darlington,M/F,250000.0,260000.0
Montreal Impact,Nakajima-Farran,Issey,M,90000.0,110000.0
Portland Timbers,Nanchoff,Michael,M,48825.0,48825.0
Colorado Rapids,Nasco,Joe,GK,50000.0,52693.83
Seattle Sounders FC,Neagle,Lamar,M,110000.0,110000.0
DC United,Neal,Lewis,M,100000.0,106440.63
Colorado Rapids,Neeskens,John,D,42504.0,42504.0
New England Revolution,Neumann,Stephen,M-F,65000.0,86250.0
New England Revolution,Nguyen,Lee,M/F,175000.0,193750.0
Philadelphia Union,Nogueira,Vincent,M,330000.0,330000.0
CHV,Nwiloh,Michael,D,36504.0,36504.0
Chicago Fire,Nyarko,Patrick,F,265000.0,284500.0
Chicago Fire,Nyassi,Sanna,M,147000.0,154625.0
New York Red Bulls,Obekop,Marius,M,36500.0,41500.0
Vancouver Whitecaps,O'Brien,Andy,D,250000.0,280000.0
Seattle Sounders FC,Ockford,Jimmy,D,36504.0,36504.0
Toronto FC,Oduro,Dominic,F,250000.0,251666.67
Seattle Sounders FC,Okoli,Sean,F,48500.0,48750.0
Philadelphia Union,Okugo,Amobi,M,145000.0,228000.0
New York Red Bulls,Olave,Jamison,D,280000.0,290000.0
Sporting Kansas City,Olum,Lawrence,M/D,48825.0,48825.0
Colorado Rapids,O'Neill,Shane,M,56250.0,67750.0
Sporting Kansas City,Opara,Ike,D,97500.0,103750.0
DC United,Opare,Kofi,D,48500.0,48500.0
Portland Timbers,O'Rourke,Danny,D,55008.0,55008.0
Toronto FC,Orr,Bradley,D,75000.0,75000.0
Toronto FC,Osorio,Jonathan,M,135000.0,142599.68
Montreal Impact,Ouimette,Karl,D,48825.0,48825.0
Vancouver Whitecaps,Ousted,David,GK,250000.0,266156.25
Houston Dynamo,Ownby,Brian,M,48825.0,48825.0
Columbus Crew,Paladini,Daniel,M,75000.0,76666.67
Chicago Fire,Palmer,Lovel,M,82500.0,87000.0
Sporting Kansas City,Palmer-Brown,Erik,D,48500.0,49000.0
Portland Timbers,Paparatto,Norbeto,D,100000.0,100000.0
Seattle Sounders FC,Pappa,Marco,M,75000.0,75000.0
DC United,Parke,Jeff,D,215000.0,235500.0
Columbus Crew,Parkhurst,Michael,D,275000.0,300000.0
Seattle Sounders FC,Parsemain,Kevin,F,48504.0,54486.81
Chicago Fire,Pause,Logan,M,75000.0,75000.0
Montreal Impact,Pearce,Heath,D,100000.0,100000.0
Portland Timbers,Peay,Taylor,D,36500.04,36500.04
CHV,Pelletieri,Agustin,M,90000.0,90000.0
LA Galaxy,Penedo,Jaime,GK,135000.0,138562.5
FC Dallas,Pereira,Michel,M/D,120000.0,141500.0
FC Dallas,Perez,Blas,F,335000.0,359250.0
San Jose Earthquakes,Perez,Matias,M,216000.0,216000.0
LA Galaxy,Perk,Brian,GK,60000.0,63125.0
Montreal Impact,Perkins,Troy,GK,250000.0,271833.33
New York Red Bulls,Perrinelle,Damien,D,100008.0,100008.0
Sporting Kansas City,Peterson,Jacob,F,110000.0,114833.33
Philadelphia Union,Pfeffer,Zach,M,75000.0,85000.0
Montreal Impact,Piatti,Ignacio,M,387500.0,387500.0
San Jose Earthquakes,Pierazzi,Jean Baptiste,M,240000.0,240000.0
Colorado Rapids,Piermayr,Thomas,D,70008.0,74429.56
Seattle Sounders FC,Pineda,Gonzalo,M,80000.0,80000.0
Chicago Fire,Pineda,Victor,M,60000.0,66742.42
San Jose Earthquakes,Pintos,Pablo,D,60000.0,122500.0
Real Salt Lake,Plata,Joao,F,70000.0,70000.0
Columbus Crew,Pogatetz,Emanuel,D,360000.0,372500.0
Chicago Fire,Pongolle,Florent,F,72000.0,81000.0
DC United,Pontius,Chris,M-F,350000.0,381000.0
DC United,Porter,Kyle,M,52313.0,60955.71
Portland Timbers,Powell,Alvas,D,48828.0,48828.0
Colorado Rapids,Powers,Dillon,M,95150.0,127650.0
Orlando City SC,Redding,Tommy,D,36500.0,44000.0
Seattle Sounders FC,Remick,Dylan,D,36500.0,36500.0
CHV,Reo-Coker,Nigel,D-M,400000.0,446500.0
Chicago Fire,Reynish,Kyle,GK,74000.0,78316.67
Philadelphia Union,Ribeiro,Pedro,M,36504.0,36504.0
LA Galaxy,Ribeiro Da Silva,Leonardo,D,105000.0,105000.0
Toronto FC,Richter,Ryan,F,48500.0,48500.0
Portland Timbers,Ricketts,Donovan,GK,260000.0,260000.0
Portland Timbers,Ridgewell,Liam,D,1200000.0,1200000.0
LA Galaxy,Riley,James,D,80000.0,80000.0
Real Salt Lake,Rimando,Nick,GK,225000.0,235833.33
Chicago Fire,Ritter,Chris,M,48500.0,48500.0
CHV,Rivero,Martin,M,50004.0,50004.0
Toronto FC,Roberts,Quillan,GK,36504.0,36504.0
DC United,Robinson,Jalen,D,55000.0,67000.0
New York Red Bulls,Robles,Luis,GK,100000.0,125000.0
Montreal Impact,Rodriguez,Adrian Lopez,D,240000.0,291250.0
LA Galaxy,Rogers,Robbie,F,160000.0,167500.0
DC United,Rolfe,Chris,F,210000.0,225000.0
Montreal Impact,Romero,Andres,F,60000.0,60000.0
Vancouver Whitecaps,Rosales,Mauro,M,450000.0,450000.0
Seattle Sounders FC,Rose,Andy,M,48825.0,48825.0
LA Galaxy,Rowe,Brian,GK,48825.0,48825.0
New England Revolution,Rowe,Kelyn,M,100000.0,181000.0
LA Galaxy,Rugg,Charlie,F,48500.0,48500.0
Sporting Kansas City,Saad,Soony,F,51150.0,51150.0
Real Salt Lake,Saborio,Alvaro,F,360000.0,453333.33
Houston Dynamo,Salazar,Bryan,F,48825.0,49825.0
