club,last_name,first_name,position,base_salary,guaranteed_compensation
New England Revolution,Rudy,Tyler,M,50000.0,50000.0
LA Galaxy,Rugg,Charlie,F,60000.0,60000.0
DC United,Saborio,Alvaro,F,400000.0,493333.33
Columbus Crew,Saeid,Mohammed,M,100000.0,110000.0
San Jose Earthquakes,Salinas,Shea,M,145000.0,148333.33
New York Red Bulls,Sam,Lloyd,F,230000.0,240000.0
Vancouver Whitecaps,Sampson,Ethen,D,60000.0,60000.0
New York Red Bulls,Sanchez,Emmanuel,M,50000.0,50000.0
Colorado Rapids,Sanchez,Vicente,F,210000.0,286666.67
Real Salt Lake,Sandoval,Devon,F,60000.0,60000.0
Philadelphia Union,Sapong,CJ,F,125000.0,142000.0
Houston Dynamo,Sarkodie,Kofi,D,190000.0,235500.0
Colorado Rapids,Sarvas,Marcelo,M,360000.0,425000.0
Real Salt Lake,Saucedo,Sebastian,M,50000.0,60500.0
New York City FC,Saunders,Josh,GK,90000.0,90000.0
Columbus Crew,Sauro,Gaston,D,583200.0,599512.5
Columbus Crew,Schoenfeld,Aaron,F,60000.0,60000.0
Real Salt Lake,Schuler,Chris,D,165000.0,182000.0
Seattle Sounders FC,Scott,Zach,D,65000.0,65000.0
Portland Timbers,Seaton,Michael,F,60000.0,63000.0
FC Dallas,Seitz,Chris,GK,130000.0,130000.0
Colorado Rapids,Serna,Dillon,M,60000.0,73000.0
Orlando City SC,Shea,Brek,M-D,475000.0,520000.0
New York City FC,Shelton,Khiry,F,70000.0,87500.0
San Jose Earthquakes,Sherrod,Mark,F,60000.0,60000.0
Chicago Fire,Shipp,Harrison,F,87500.0,112500.0
New England Revolution,Shuttleworth,Robert,GK,101250.0,111250.0
Real Salt Lake,Silva,Luis,M,131384.0,162634.0
San Jose Earthquakes,Silva,Matheus,,50000.04,50000.04
Toronto FC,Simonin,Clement,D,60000.0,60000.0
Sporting Kansas City,Sinovic,Seth,M-D,140000.0,146750.0
Colorado Rapids,Sjoberg,Axel,D,60000.0,75000.0
New England Revolution,Smith,Donnie,M,60000.0,60000.0
Vancouver Whitecaps,Smith,Jordan,D,95000.04,102743.04
Colorado Rapids,Solignac,Luis,F,65004.0,65004.0
LA Galaxy,Sorto,Oscar,D,60000.0,61875.0
FC Dallas,Soumare,Bakary,D,225000.0,225000.0
New England Revolution,Spangenberg,Trevor,GK,50000.0,50000.0
Columbus Crew,Speas,Ben,F,68355.0,68355.0
Colorado Rapids,St. Ledger,Sean,D,124992.0,147492.0
Houston Dynamo,Steinberger,Zach,M,60000.0,76250.0
Columbus Crew,Steindorsson,Kristinn,M,105000.0,119437.5
Chicago Fire,Stephens,Michael,M,95000.0,105000.0
San Jose Earthquakes,Stephenson,Khari,M,68254.2,71645.94
Real Salt Lake,Stertzer,John,M,60000.0,69166.67
San Jose Earthquakes,Stewart,Jordan,M-D,150000.0,150000.0
New York Red Bulls,Stolz,Leo,M,70000.0,86250.0
Houston Dynamo,Sturgis,Nathan,D-M,71250.0,75375.0
Columbus Crew,Stuver,Brad,GK,60000.0,60000.0
Columbus Crew,Swanson,Ben,M,60000.0,80416.67
Philadelphia Union,Sylvestre,Brian,GK,60000.0,60000.0
New York City FC,Tasende,Jose Angel,D,60000.0,60000.0
Houston Dynamo,Taylor,Jermaine,D,203500.0,213000.0
New York City FC,Taylor,Tony,F,75000.0,84375.0
Columbus Crew,Tchani,Tony,M,170000.0,195000.0
Vancouver Whitecaps,Techera,Cristian,F,60000.0,85000.0
Vancouver Whitecaps,Teibert,Russell,M,100000.0,167500.0
FC Dallas,Texeira,David,F,338000.0,338000.0
Portland Timbers,Thoma,Andy,D-M,60000.0,75000.0
San Jose Earthquakes,Thompson,Tommy,M,140000.0,145000.0
New England Revolution,Tierney,Chris,D-M,110000.0,113333.33
Montreal Impact,Tissot,Maxim,D,60000.0,60000.0
Montreal Impact,Toia,Donny,D,60000.0,60000.0
Vancouver Whitecaps,Tornaghi,Paolo,GK,80000.0,80000.0
Houston Dynamo,Torres,Erick,F,350000.0,425000.0
Colorado Rapids,Torres,Gabriel,F,262000.0,274500.0
Seattle Sounders FC,Torres,Roman,D,438000.0,513812.5
Columbus Crew,Trapp,Wil,M,137500.0,164500.0
,Tshuma,Schillo,F,85000.0,123000.0
Orlando City SC,Turner,Tyler,D,60000.0,60000.0
FC Dallas,Ulloa,Victor,M,60000.0,60000.0
Portland Timbers,Urruti,Maximiliano,F,200000.04,200000.04
Seattle Sounders FC,Valdez,Nelson,F,960000.0,1215000.0
Portland Timbers,Valeri,Diego,M,550000.0,550000.0
Real Salt Lake,Vasquez,Elias,D,110000.0,122136.67
LA Galaxy,Vayrynen,Mika,M,204996.0,227496.0
New York City FC,Velasquez,Sebastian,M,60000.0,60000.0
Montreal Impact,Venegas,Johan,M,120000.0,132500.0
New York Red Bulls,Veron,Gonzalo,M-F,200004.0,200004.0
New York City FC,Villa,David,F,5610000.0,5610000.0
Portland Timbers,Villafana,Jorge,F,130000.0,135000.0
LA Galaxy,Villarreal,Jose,M,60000.0,61875.0
Philadelphia Union,Vitoria,Steven,D,400000.0,400000.0
Columbus Crew,Wahl,Tyson,D,95000.0,99666.67
LA Galaxy,Walker,Kenney,M,60000.0,60000.0
New York Red Bulls,Wallace,Anthony,M-D,60000.0,60000.0
Portland Timbers,Wallace,Rodney,M-D,165000.0,190000.0
Toronto FC,Warner,Collen,M-F,129937.0,157437.0
Vancouver Whitecaps,Waston,Kendall,D,225000.0,226250.0
FC Dallas,Watson,Jevaughn,M-D,160000.0,180000.0
Chicago Fire,Watson,Matt,M,80620.0,91689.16
New York City FC,Watson-Siriboe,Kwame,D,65000.0,81666.67
Colorado Rapids,Watts,Jared,M,60000.0,60000.0
Portland Timbers,Weber,Andrew,GK,60000.0,60000.0
Philadelphia Union,Wenger,Andrew,D/F,180000.0,282000.0
Philadelphia Union,White,Ethan,D,125000.0,125000.0
Toronto FC,Williams,Josh,D,125000.0,125000.0
Montreal Impact,Williams,Romario,F,65000.0,87000.0
Houston Dynamo,Williams,Sheanon,F,145000.0,150500.0
Houston Dynamo,Willis,Joe,GK,90000.0,90000.0
New York City FC,Wingert,Chris,D,215000.0,215000.0
Orlando City SC,Winter,Adrian,M,180000.0,198333.33
LA Galaxy,Wolverton,Andrew,GK,50000.04,50000.04
San Jose Earthquakes,Wondolowski,Chris,M,625000.0,675000.0
New England Revolution,Woodberry,London,D,60000.0,60000.0
DC United,Worra,Travis,GK,50000.0,50000.0
New York Red Bulls,Wright-Phillips,Bradley,F,600000.0,660000.0
New York Red Bulls,Wright-Phillips,Shaun,M,116004.0,145704.0
San Jose Earthquakes,Wynne,Marvell,D,190000.0,200625.0
LA Galaxy,Zardes,Gyasi,F,150000.0,223000.0
Toronto FC,Zavaleta,Eriq,F,85000.0,115600.0
Portland Timbers,Zemanski,Ben,M,81033.0,83533.0
FC Dallas,Zendejas,Alejandro,F,60000.0,76666.67
FC Dallas,Zimmerman,Walker,D,100000.0,180100.0
New York Red Bulls,Zizzo,Sal,F,80850.0,94895.71
New York Red Bulls,Zubar,Ronald,D,240000.0,320000.0
Sporting Kansas City,Zusi,Graham,F-M,650000.0,682102.27
